title1;version;new_project;insert_new_project;open_project;quit;settings;autor;library;opcional;project_exists;create_file;error;error_create;
Cria a Tua Aplicacao em Python;Versao;Novo Projeto;Insira o Nome do Projeto;Abrir Projeto;Sair;Defenicoes;Autor;Biblioteca;Opcional;O Projeto ja existe;Erro ao criar arquivo:;Erro;Erro ao criar o arquivo/pasta:;
